,map_id,team1_id,team2_id,map_name,who_win,team_avg_total_kills_x,team_avg_headshots_x,team_avg_total_deaths_x,team_avg_kd_ratio_x,team_avg_damage_per_round_x,team_avg_grenade_damage_per_round_x,team_avg_maps_played_x,team_avg_rounds_played_x,team_avg_kills_per_round_x,team_avg_assists_per_round_x,team_avg_deaths_per_round_x,team_avg_saved_by_teammates_per_round_x,team_avg_saved_teammates_per_round_x,team_avg_rating_x,team_avg_kill_death_x,team_avg_kill_round_x,team_avg_rounds_with_kills_x,team_avg_kill_death_difference_x,team_avg_total_opening_kills_x,team_avg_total_opening_deaths_x,team_avg_opening_kill_ratio_x,team_avg_opening_kill_rating_x,team_avg_team_win_percent_after_first_kill_x,team_avg_first_kill_in_won_rounds_x,team_avg_total_kills_y,team_avg_headshots_y,team_avg_total_deaths_y,team_avg_kd_ratio_y,team_avg_damage_per_round_y,team_avg_grenade_damage_per_round_y,team_avg_maps_played_y,team_avg_rounds_played_y,team_avg_kills_per_round_y,team_avg_assists_per_round_y,team_avg_deaths_per_round_y,team_avg_saved_by_teammates_per_round_y,team_avg_saved_teammates_per_round_y,team_avg_rating_y,team_avg_kill_death_y,team_avg_kill_round_y,team_avg_rounds_with_kills_y,team_avg_kill_death_difference_y,team_avg_total_opening_kills_y,team_avg_total_opening_deaths_y,team_avg_opening_kill_ratio_y,team_avg_opening_kill_rating_y,team_avg_team_win_percent_after_first_kill_y,team_avg_first_kill_in_won_rounds_y
10,699,9928,4991,2,1,306.4,46.4,297.2,1.0340000000000003,75.03999999999999,3.1800000000000006,16.4,444.8,0.69,0.118,0.6679999999999999,0.10400000000000001,0.1,1.068,0.998,0.6799999999999999,157.8,-1.2,34.8,33.6,1.0219999999999998,1.0139999999999998,71.46000000000001,14.6,173.0,46.54,171.8,1.0,73.36,4.04,9.8,260.6,0.662,0.132,0.666,0.08,0.064,1.0240000000000002,0.9380000000000001,0.6220000000000001,90.0,-1.2,18.6,21.8,1.142,0.9480000000000001,82.97999999999999,14.279999999999998
11,265,4608,9565,1,0,188.2,47.22,176.4,1.066,71.0,7.1,11.0,299.0,0.6319999999999999,0.11599999999999999,0.5919999999999999,0.072,0.06999999999999999,1.062,1.066,0.6319999999999999,129.8,11.8,30.4,29.4,1.058,1.012,74.72,14.559999999999999,323.4,46.08,304.8,1.07,76.47999999999999,7.6,16.6,470.6,0.6880000000000001,0.138,0.6460000000000001,0.10200000000000001,0.1,1.112,1.046,0.6799999999999999,204.8,9.6,51.0,44.4,1.2180000000000002,1.078,70.91999999999999,15.879999999999999
12,343,5752,5005,1,0,186.8,43.599999999999994,167.0,1.1300000000000001,72.86,6.74,10.4,277.6,0.67,0.138,0.6,0.096,0.094,1.106,1.124,0.666,118.4,17.0,27.0,26.0,1.1280000000000001,1.01,75.86,14.7,212.0,47.919999999999995,208.0,1.028,71.3,5.640000000000001,12.4,330.8,0.638,0.11400000000000002,0.632,0.10600000000000001,0.11000000000000001,1.04,0.968,0.6199999999999999,128.2,-8.4,31.2,28.6,1.412,1.03,66.32000000000001,14.560000000000002
13,276,4494,11251,1,1,255.2,42.62,247.0,1.0539999999999998,69.7,5.3,14.4,402.6,0.638,0.11000000000000001,0.61,0.09,0.094,1.0419999999999998,1.026,0.63,141.2,2.8,33.0,29.2,1.394,1.018,68.76,14.1,397.0,49.71999999999999,352.8,1.134,74.67999999999999,6.480000000000001,22.2,584.2,0.6799999999999999,0.12200000000000003,0.6039999999999999,0.092,0.09200000000000001,1.1219999999999999,1.0639999999999998,0.658,193.2,14.2,44.2,43.6,0.9879999999999999,0.998,74.86,14.6
14,123,4869,6665,2,0,317.6,44.81999999999999,281.8,1.126,76.8,4.220000000000001,17.2,453.2,0.7,0.13,0.6260000000000001,0.082,0.08199999999999999,1.1179999999999999,1.1199999999999999,0.696,189.2,29.6,42.0,37.6,1.204,1.028,74.8,14.4,315.6,43.96,312.4,1.028,73.97999999999999,3.7,17.8,465.6,0.674,0.126,0.6559999999999999,0.082,0.08800000000000001,1.052,1.028,0.674,215.2,3.2,48.2,47.2,1.0980000000000003,1.01,72.24,14.7
15,135,4869,7175,4,1,255.2,42.739999999999995,255.4,1.0,73.97999999999999,4.180000000000001,14.4,381.0,0.666,0.124,0.67,0.074,0.07400000000000001,1.0259999999999998,1.0,0.666,172.2,-0.2,36.4,40.4,0.9399999999999998,0.962,78.28,14.360000000000003,225.0,40.94,199.6,1.1280000000000001,76.04,3.5799999999999996,12.0,321.0,0.7020000000000001,0.122,0.622,0.11400000000000002,0.11400000000000002,1.1300000000000001,1.1280000000000001,0.7020000000000001,152.0,25.4,36.0,28.0,1.4860000000000002,1.0820000000000003,73.05999999999999,15.020000000000001
16,481,6667,5995,1,0,370.8,47.92,341.6,1.1019999999999999,73.74,6.859999999999999,20.0,554.2,0.67,0.12999999999999998,0.6159999999999999,0.1,0.096,1.1,1.1019999999999999,0.67,251.2,29.2,57.6,51.0,1.326,1.036,69.35999999999999,13.36,328.4,43.8,277.8,1.1740000000000002,73.7,6.859999999999999,18.2,486.0,0.6699999999999999,0.12,0.5720000000000001,0.082,0.08399999999999999,1.134,1.1700000000000002,0.6759999999999999,203.4,44.6,48.4,39.2,1.3299999999999998,1.066,77.74000000000001,15.0
17,557,6665,5995,5,1,143.4,39.1,151.2,0.9880000000000001,70.91999999999999,6.540000000000001,8.8,227.8,0.636,0.126,0.652,0.08600000000000001,0.1,1.006,0.9880000000000001,0.636,96.2,-7.8,21.2,26.2,0.812,0.8939999999999999,77.22,13.2,172.2,48.5,162.0,1.026,74.42,4.58,9.2,241.8,0.6900000000000001,0.11399999999999999,0.6679999999999999,0.07800000000000001,0.086,1.07,0.99,0.6739999999999999,100.8,3.4,23.4,22.8,0.958,1.0020000000000002,73.5,13.819999999999999
18,59,4494,9565,4,0,88.0,43.779999999999994,79.4,1.1280000000000001,75.74000000000001,3.14,5.0,128.0,0.688,0.10600000000000001,0.6199999999999999,0.096,0.096,1.094,1.1280000000000001,0.688,58.8,8.6,13.0,12.6,1.224,1.012,67.52000000000001,12.72,151.0,45.82000000000001,161.2,0.944,70.6,4.94,10.0,243.0,0.6219999999999999,0.11199999999999999,0.664,0.084,0.084,0.9880000000000001,0.944,0.6219999999999999,107.0,-10.2,24.6,23.8,1.0719999999999998,1.01,66.52000000000001,14.3
19,144,9565,4494,2,0,299.4,45.08,261.8,1.148,80.66,4.0,15.4,400.8,0.746,0.14400000000000002,0.6580000000000001,0.092,0.11000000000000001,1.15,1.148,0.746,199.8,37.6,44.8,43.8,1.032,1.046,81.74,16.64,286.0,44.44,249.8,1.1800000000000002,78.88,3.6199999999999997,15.0,399.4,0.7300000000000001,0.126,0.626,0.11200000000000002,0.098,1.174,1.1400000000000001,0.72,136.0,12.8,33.8,29.8,1.298,1.1179999999999999,73.62,16.419999999999998
20,521,5005,5973,0,1,406.4,49.58,378.4,1.064,77.25999999999999,3.66,22.4,570.2,0.71,0.128,0.6719999999999999,0.11399999999999999,0.11000000000000001,1.096,0.99,0.6819999999999999,232.6,-1.2,47.4,52.2,0.938,0.976,73.72,14.7,205.6,39.14,185.8,1.0859999999999999,78.10000000000001,4.88,11.0,289.2,0.708,0.128,0.654,0.078,0.082,1.094,1.0879999999999999,0.71,136.6,20.0,30.0,25.6,1.1560000000000001,1.022,71.56,13.62
21,198,5995,10973,3,1,312.4,45.04,310.6,1.01,73.92,4.26,15.2,463.0,0.6719999999999999,0.10399999999999998,0.67,0.07200000000000001,0.08,1.046,0.994,0.6619999999999999,205.6,-3.0,46.8,45.8,1.0539999999999998,1.016,72.02000000000001,14.560000000000002,230.2,44.4,220.2,1.056,75.88,4.34,11.2,335.4,0.686,0.124,0.654,0.10200000000000001,0.094,1.0699999999999998,1.084,0.696,73.6,1.2,15.4,17.4,1.004,0.99,77.72,13.919999999999998
22,235,4869,11595,3,0,441.6,46.519999999999996,413.4,1.0719999999999998,76.22,3.9200000000000004,24.8,635.4,0.6940000000000001,0.11400000000000002,0.65,0.068,0.07,1.0799999999999998,1.0719999999999998,0.6940000000000001,304.6,28.2,68.6,58.2,1.262,1.052,73.38,14.940000000000001,204.8,46.86,200.4,1.022,72.11999999999999,3.62,11.0,317.0,0.646,0.11599999999999999,0.632,0.068,0.066,1.0399999999999998,1.022,0.646,144.2,4.4,33.8,29.6,1.214,1.044,68.12,15.12
23,193,5995,8297,3,1,317.4,45.22,330.4,0.9640000000000001,71.26,3.9199999999999995,15.4,486.6,0.648,0.10200000000000001,0.674,0.07200000000000001,0.074,1.01,0.9640000000000001,0.648,216.0,-13.0,49.6,47.6,1.098,1.012,70.86,14.319999999999999,230.8,41.18,231.6,0.9960000000000001,71.4,3.5199999999999996,13.2,357.8,0.6460000000000001,0.124,0.648,0.06999999999999999,0.07,1.0260000000000002,0.9960000000000001,0.6460000000000001,161.2,-0.8,38.8,33.0,1.1919999999999997,1.054,72.44,15.819999999999999
24,333,4608,9565,3,0,332.8,48.38,278.2,1.194,76.7,3.8,16.8,468.8,0.708,0.118,0.5940000000000001,0.07,0.072,1.1460000000000001,1.194,0.708,221.0,54.6,55.2,39.0,1.504,1.1119999999999999,75.8,15.4,209.4,47.440000000000005,210.8,0.9640000000000001,72.3,3.4800000000000004,12.0,317.8,0.638,0.10600000000000001,0.674,0.076,0.07,0.982,0.9640000000000001,0.638,139.4,-1.4,32.2,33.8,1.022,0.974,73.2,15.739999999999998
25,179,9455,7020,5,1,191.2,40.46,175.6,1.0939999999999999,74.92,6.4,10.6,281.8,0.6779999999999999,0.138,0.62,0.08600000000000001,0.08199999999999999,1.096,0.976,0.632,57.0,-0.6,14.2,14.4,0.9600000000000002,1.002,67.52,14.1,138.6,46.620000000000005,117.4,1.202,79.78,2.8000000000000003,6.8,186.4,0.742,0.122,0.6220000000000001,0.09,0.09,1.184,1.48,0.8019999999999999,39.2,20.0,10.2,6.0,1.886,1.174,82.58000000000001,16.16
26,203,7718,4494,3,1,197.8,42.459999999999994,192.0,1.03,72.55999999999999,3.66,11.0,299.0,0.662,0.10600000000000001,0.642,0.06999999999999999,0.07,1.038,1.008,0.65,111.0,1.0,24.6,24.2,1.076,1.008,72.7,15.040000000000001,219.2,47.9,206.6,1.058,71.94000000000001,2.9,12.2,326.2,0.6659999999999999,0.10600000000000001,0.636,0.068,0.07,1.042,1.052,0.662,123.0,7.8,24.2,28.4,0.914,0.9399999999999998,77.94,13.940000000000001
27,107,11595,4494,1,1,214.6,44.919999999999995,187.6,1.162,72.46000000000001,6.5600000000000005,12.2,324.0,0.6619999999999999,0.11800000000000002,0.5780000000000001,0.092,0.092,1.12,1.1560000000000001,0.6559999999999999,145.6,25.4,34.6,28.8,1.3960000000000001,1.06,77.55999999999999,14.84,188.2,43.92,181.8,1.0539999999999998,71.1,5.9799999999999995,11.0,293.8,0.6399999999999999,0.10200000000000001,0.6140000000000001,0.08600000000000001,0.094,1.046,1.01,0.6319999999999999,95.0,-1.0,21.0,20.6,1.06,0.982,68.74,14.139999999999997
28,349,7020,11654,5,0,108.6,47.08,106.2,1.026,75.46,2.46,5.4,154.8,0.6980000000000001,0.10400000000000001,0.6799999999999999,0.08399999999999999,0.086,1.066,1.032,0.6920000000000001,21.2,1.2,6.0,4.6,1.1620000000000001,1.062,84.96000000000001,17.740000000000002,97.0,48.019999999999996,95.0,1.02,70.78,3.7399999999999998,5.0,150.0,0.6479999999999999,0.098,0.632,0.074,0.074,1.016,0.8459999999999999,0.5740000000000001,22.6,-6.2,4.6,6.4,0.808,0.8920000000000001,71.2,14.76
29,405,7175,4494,2,0,219.4,47.2,208.0,1.046,75.82000000000001,4.44,12.8,311.2,0.7,0.122,0.67,0.092,0.094,1.08,1.044,0.6980000000000001,132.8,10.8,29.2,27.8,1.068,1.014,69.61999999999999,13.580000000000002,287.8,44.28,270.0,1.084,74.14000000000001,3.1,16.8,424.0,0.682,0.11400000000000002,0.634,0.082,0.084,1.0779999999999998,1.0819999999999999,0.682,192.0,17.8,43.4,38.2,1.2240000000000002,1.0379999999999998,68.9,13.76
30,63,4411,10577,4,0,240.2,44.82000000000001,256.4,0.9480000000000001,73.46000000000001,3.38,14.0,367.4,0.6559999999999999,0.136,0.694,0.12,0.12,1.0180000000000002,0.944,0.6599999999999999,156.0,-15.8,29.8,39.6,0.776,0.914,70.12,12.639999999999999,182.0,43.339999999999996,172.6,1.05,73.86,3.38,10.6,267.8,0.6779999999999999,0.10600000000000001,0.6479999999999999,0.10200000000000001,0.10800000000000001,1.066,0.982,0.648,98.6,-3.0,24.4,20.6,1.3400000000000003,1.0639999999999998,65.03999999999999,15.48
31,412,4608,4494,1,0,229.8,50.96,206.6,1.108,73.17999999999999,5.26,13.2,342.6,0.6719999999999999,0.132,0.606,0.098,0.10600000000000001,1.092,1.092,0.6639999999999999,135.2,17.4,28.0,28.4,0.96,0.962,75.46000000000001,12.819999999999999,287.2,42.76,282.4,1.0379999999999998,69.64,5.38,16.2,453.6,0.636,0.11600000000000002,0.618,0.09,0.094,1.036,1.024,0.634,168.2,1.6,39.0,34.4,1.4140000000000001,1.024,68.44000000000001,13.959999999999999
32,410,8297,6665,3,1,267.2,41.08,263.6,1.016,71.88,3.4799999999999995,15.0,409.0,0.654,0.12400000000000003,0.6439999999999999,0.07,0.068,1.0340000000000003,1.016,0.654,187.2,3.6,43.6,38.0,1.1860000000000002,1.044,74.3,15.540000000000001,263.8,43.760000000000005,263.2,1.018,72.46,4.0600000000000005,15.6,399.0,0.654,0.11800000000000002,0.654,0.064,0.06400000000000002,1.012,1.018,0.654,181.0,0.6,38.4,42.8,0.992,0.9720000000000001,72.92,14.580000000000002
33,377,9565,9215,1,0,281.6,47.8,257.8,1.096,77.24,7.840000000000001,16.4,404.6,0.6900000000000001,0.15,0.634,0.1,0.094,1.1119999999999999,1.068,0.6799999999999999,175.0,14.8,43.8,41.0,1.02,1.036,78.99999999999999,15.86,250.2,46.2,232.2,1.056,73.43999999999998,7.739999999999999,14.8,378.0,0.666,0.152,0.6299999999999999,0.10800000000000001,0.1,1.084,0.892,0.5700000000000001,15.0,-1.6,4.0,3.4,2.1100000000000003,1.0260000000000002,48.339999999999996,12.719999999999999
34,380,5995,4991,1,1,292.8,49.36,257.4,1.1640000000000001,77.08,7.159999999999999,15.4,419.8,0.6960000000000001,0.12400000000000003,0.6060000000000001,0.094,0.10200000000000001,1.1480000000000001,1.154,0.692,162.4,22.4,43.0,36.0,1.3679999999999999,1.1019999999999999,81.12,17.0,283.6,45.86,258.0,1.1179999999999999,74.42,6.8,16.4,424.2,0.6719999999999999,0.126,0.608,0.096,0.096,1.114,1.0979999999999999,0.6659999999999999,180.4,20.8,42.0,37.6,1.134,1.036,76.0,14.26
35,570,8135,9455,3,1,641.6,46.940000000000005,590.6,1.098,74.34,3.46,33.6,931.0,0.6880000000000001,0.10400000000000001,0.634,0.07600000000000001,0.078,1.082,1.066,0.6799999999999999,331.8,26.6,74.4,67.4,1.2020000000000002,1.036,68.97999999999999,14.059999999999999,104.6,41.8,95.6,1.0859999999999999,72.55999999999999,4.08,5.8,153.0,0.67,0.124,0.6300000000000001,0.076,0.07,1.066,0.8640000000000001,0.596,24.0,-1.6,6.2,4.8,1.154,0.9219999999999999,63.339999999999996,12.62
36,421,6667,7020,3,0,297.8,47.72,303.8,0.994,73.04,3.14,14.8,451.6,0.664,0.10400000000000001,0.674,0.064,0.062,1.01,0.994,0.664,204.6,-6.0,39.6,50.6,0.9640000000000001,0.916,75.6,13.3,257.6,49.5,248.2,1.0459999999999998,73.5,2.5200000000000005,14.0,377.8,0.6799999999999999,0.094,0.6539999999999999,0.086,0.088,1.042,1.052,0.6779999999999999,144.4,9.2,32.0,30.2,1.118,1.014,70.66,14.2
37,451,4411,5995,0,1,241.6,41.64,230.0,1.056,77.58000000000001,5.58,13.4,354.8,0.688,0.15,0.652,0.092,0.096,1.0999999999999999,1.04,0.6839999999999999,153.8,7.8,37.4,34.0,1.134,1.066,72.74000000000001,16.240000000000002,143.2,44.64,133.4,1.0699999999999998,75.75999999999999,6.08,8.0,208.0,0.69,0.12000000000000002,0.642,0.08399999999999999,0.082,1.082,1.0699999999999998,0.69,95.0,9.8,22.4,19.0,1.198,1.054,73.42,15.279999999999998
38,76,9565,5973,5,0,218.2,45.94000000000001,200.0,1.1179999999999999,76.32,4.06,12.6,318.2,0.69,0.132,0.624,0.08600000000000001,0.086,1.1019999999999999,1.1179999999999999,0.69,142.0,18.2,33.2,31.6,1.054,1.012,75.16,13.959999999999999,137.4,41.019999999999996,129.8,1.1059999999999999,76.9,4.42,8.4,198.0,0.706,0.12,0.6500000000000001,0.094,0.096,1.104,1.15,0.72,81.4,8.8,17.6,15.0,1.254,1.068,76.66,15.62
39,523,10399,8038,3,1,64.0,47.959999999999994,56.8,1.314,79.08,3.3,3.4,89.4,0.746,0.11800000000000002,0.584,0.09,0.08199999999999999,1.2,1.314,0.746,44.0,7.2,10.0,9.6,1.424,1.048,75.24,13.039999999999997,324.2,41.5,307.2,1.054,76.86,4.180000000000001,18.0,467.8,0.698,0.136,0.662,0.082,0.08,1.0699999999999998,0.958,0.652,109.6,-5.8,26.0,24.6,1.036,1.026,78.24000000000001,17.28
40,115,5995,5005,2,0,166.6,41.26,162.0,0.8039999999999999,61.620000000000005,4.0,8.4,240.2,0.542,0.10200000000000001,0.5399999999999999,0.06999999999999999,0.068,0.8560000000000001,0.788,0.536,104.2,0.6,27.8,25.4,0.8099999999999999,0.852,57.8,14.260000000000002,466.0,46.2,389.6,1.226,79.42,2.8400000000000003,24.4,626.0,0.7520000000000001,0.11400000000000002,0.624,0.1,0.11000000000000001,1.182,1.1480000000000001,0.732,215.2,34.0,50.0,45.8,1.172,1.0639999999999998,69.92,14.959999999999999
41,389,6665,11585,2,0,328.8,44.1,324.6,1.0299999999999998,74.03999999999999,3.72,18.4,483.2,0.6759999999999999,0.13,0.662,0.084,0.08800000000000001,1.0559999999999998,1.0299999999999998,0.6759999999999999,225.2,4.2,50.4,48.6,1.1720000000000002,1.018,71.1,14.74,100.2,49.779999999999994,75.0,1.4540000000000002,82.14,4.619999999999999,5.8,129.4,0.7779999999999999,0.14,0.556,0.096,0.088,1.282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,21,4411,7718,6,0,107.8,39.22,96.6,0.77,67.36000000000001,4.68,5.8,146.8,0.57,0.11000000000000001,0.7819999999999999,0.082,0.092,0.788,0.744,0.564,33.0,-3.2,6.4,6.6,0.728,0.7779999999999999,69.05999999999999,12.959999999999999,506.8,42.54,474.8,1.074,75.14000000000001,5.96,27.0,747.0,0.6799999999999999,0.128,0.6359999999999999,0.096,0.094,1.0839999999999999,1.06,0.672,280.4,20.0,64.0,59.4,1.1780000000000002,1.026,73.56,14.020000000000001
43,503,7532,4608,0,1,263.8,46.019999999999996,242.0,1.074,77.03999999999999,6.539999999999999,14.2,369.8,0.702,0.11200000000000002,0.66,0.086,0.10400000000000001,1.068,1.066,0.692,139.2,10.2,29.8,30.4,1.11,0.9960000000000001,74.61999999999999,14.420000000000002,96.6,46.879999999999995,74.2,1.322,82.08,5.82,4.8,126.2,0.756,0.148,0.592,0.1,0.1,1.218,1.3359999999999999,0.7679999999999999,51.8,19.2,11.4,8.0,1.6060000000000003,1.106,82.22,15.0
44,552,5752,6665,4,0,242.4,40.239999999999995,219.0,1.1199999999999999,73.03999999999999,3.7399999999999998,13.0,360.0,0.672,0.11000000000000001,0.608,0.084,0.08399999999999999,1.084,1.0859999999999999,0.664,150.0,15.8,32.2,35.2,1.002,0.9719999999999999,77.52,14.0,287.2,41.459999999999994,281.2,1.036,72.84,5.279999999999999,15.6,431.8,0.6639999999999999,0.134,0.648,0.084,0.08800000000000001,1.06,1.036,0.6639999999999999,199.0,6.0,47.0,41.4,1.2,1.0539999999999998,75.00000000000001,15.84
45,92,10894,8038,1,1,112.2,46.839999999999996,95.8,1.1540000000000001,73.12,4.5200000000000005,6.6,164.6,0.674,0.10600000000000001,0.58,0.10600000000000001,0.10400000000000001,1.1300000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,607.6,43.419999999999995,559.2,1.088,76.24000000000001,8.9,34.4,890.2,0.688,0.152,0.6340000000000001,0.10999999999999999,0.09,1.1179999999999999,1.018,0.658,200.6,4.6,45.4,45.2,0.9620000000000001,0.998,74.32000000000001,14.079999999999998
46,447,5995,7020,5,0,177.4,48.76,167.6,1.0239999999999998,73.53999999999999,4.659999999999999,9.6,253.4,0.684,0.11399999999999999,0.66,0.086,0.086,1.068,0.99,0.6679999999999999,105.0,3.0,24.2,24.0,0.9559999999999998,0.992,74.38,13.88,138.6,46.620000000000005,117.4,1.202,79.78,2.8000000000000003,6.8,186.4,0.742,0.122,0.6220000000000001,0.09,0.09,1.184,1.48,0.8019999999999999,39.2,20.0,10.2,6.0,1.886,1.174,82.58000000000001,16.16
